,Category,Label,text
465,Poor service,4,"Well I've had this phone less than 24 hours and the screen has shattered in my pocket, super cool! And now, even though I have insurance, @AsurionCares and/or @verizon won't cover a claim for a new one. What a great day"
466,Churning/Lost customer,1,@TMobile @Jorgieam Now convince me to drop my 53 a month Verizon bill and switch to you guys.
467,Potential New Customer,5,the iphone 8 commercial for verizon is sooo catchy ugh i’m a media lover
468,Poor service,4,Your service has been trashhhhhh for the past two months ... @verizon I don’t even know why I keep paying my damn bill ??? #LookingForANewServiceProvider
469,Poor service,4,"@VerizonSupport Modem/router/cable box all reset (power cycled), issues not local, it’s your bad service @verizon just like bad service @FuckNjTransit"
470,Poor service,4,Verizon really blowing me .
471,Higher Price,3,My father called me bitching because i used too much data so i called Verizon and put us all on fucking unlimited. These are the money moves Cardi was talking about.
472,Poor service,4,@verizon Why can I not just watch a Twitch stream on my computer without my connection that is supposed to be 1GB up and down buffering when the quality is set to 160p????
473,Churning/Lost customer,1,When customers want to be part of the team!! Bye Bye Verizon!! Welcome to the sprint family @marceloclaure @sprintsback @Pkushn https://t.co/KA8eN8An3T
474,Poor service,4,"@VerizonSupport I know I hear them.. they never let me express my concern and keep talk-over me.. ppl is very unprofessional, I’m with u guys because of the good customer service I receive where I was shooping when Verizon ppl approached me"
475,Poor service,4,Shutout to Verizon for having service when my internet goes out. I wouldn’t have service if I still had sprint... just saying...
476,Potential New Customer,5,fuck verizon.. hi TMobile lol
477,Poor service,4,@VZWSupport Not a new issue just terrible service this is about the average I get. Everyone that has Verizon here complains about the service not even being able to load Facebook posts.
478,Poor service,4,Verizon is killing me. $397?!? How even. From $252 to $397
479,Potential New Customer,5,T-Mobile sucks ass up here literally the one thing that’ll work is Verizon (((-:
480,Poor service,4,I’m really gonna need @verizon to get It together because I can hardly do ANYTHING on my phone unless I’m connected to WiFi. My service has been so bad! ?
481,Potential New Customer,5,Get Verizon. I’m telling you sprint customer don’t care sucks. @sprint I think it’s farmed out to India
482,Poor service,4,Was right outside a Verizon store &amp; I didn't have service.
483,Potential New Customer,5,@ATTBusiness I need assistance with my bill because apparently no one in customer service can fix my issue after calling your all’s office for five months in a row I guess I’m going to have to switch to Verizon @verizon!!
484,Poor service,4,@JohnLegere @TMobile  when will u offer to become a genuine residence internet service provider to compete with Verizon and Xfinity? Im dying to switch internet and i feel tmobile would get it done right.
485,Poor service,4,Hate @verizon so much. They continue to do nothing when I ask why my service is so bad. https://t.co/MsEwtME6yV
486,Churning/Lost customer,1,Gonna suck when my mom eventually stops paying my phone bill cus lord knows I won’t be able to afford Verizon anymore. Expensive for no reason lmaooo.
487,Poor service,4,I’m really in shock at how trash this customer support is with @verizon
488,Poor service,4,Verizon is trash!
489,Potential New Customer,5,@ATT @ATTBusiness  thanks for the 9years and ? customer service can’t believe I stayed this long @TMobile @verizon witch one of you would like a new customer?
490,Poor service,4,Verizon’s safe mode isn’t shit
491,Higher Price,3,"| @VerizonSupport @verizon @VZWNow thank you so much, for being the most expensive provider I have had in the history of cellular and cable providers. And thanks for being the most expensive, &amp; worst, in customer service, data, &amp; over overall experience a customer could have."
492,Poor service,4,Verizon been having me fckd up for the last few days :/
493,Poor service,4,When ur waiting in Verizon and it’s packed like come the fuck on pay ur bills over the fucking phone so mad rn never doing anything nice agin so far I been getting shitty ass people tlk to me
494,Happy Customer,2,@benwalters96 @TheOddQ Verizon family plan is what i got lol
495,Potential New Customer,5,It sucks that I don’t get signal at work I need to change to Verizon ASAP
496,Poor service,4,Yo verizon cell service SUCKS
497,Poor service,4,Wired. I don't know what happened. Suddenly my LTE signal dropped down to 1X and didn't come back till now. I apologize to @Vyyyper for just suddenly leaving his stream. @verizon you have to fix this! Not the first time it happened. https://t.co/iV05Wem35U
498,Poor service,4,wether it's postpaid or prepaid TELCO here in the Philippines are the same. both SUCKS!!help #telstra #atnt #tmobile #verizon
499,Poor service,4,@VZWSupport ever since i got unlimited data my LTE is so slow !! ??? @VerizonSupport @verizon
500,Happy Customer,2,It was a VERIZON phone call saved my life.  @verizon @VerizonCareers What Shark-Infested Waters Taught Me About Life | Ryan Aldridge | Goalcast https://t.co/VLKGYyHHJX via @YouTube
501,Happy Customer,2,Verizon all day everyday!
502,Happy Customer,2,@JohnLegere @TMobile @sprint Godspeed to you. Today I had to switch from TMobile to Verizon because of the limited coverage in #ruralAmerica
503,Churning/Lost customer,1,"@saschasegan One last thing, as one of my buddies pointed out, could Google use the Pixel to leverage Verizon on a future deal, if ever needed?"
504,Happy Customer,2,@Aeowin_ @verizonfios @Google truuuueeee but verizon is more realistic tho :((
505,Potential New Customer,5,Can’t wait to switch to @verizon when they have a good deal and the Samsung note 9 ?.
506,Churning/Lost customer,1,@gnosticJade All I wanted was to get my own Verizon account off my mom's and they tried and accidentally locked my account and it was only supposed to last 5 minutes but it's been 2 days now and I'm????
507,Happy Customer,2,"Cracked my phone, called Assurian with Verizon. The lady on the  phone said oh I can have a tech out to your house between 5-7 pm tonight and it will cost you $29.00. I almost fell over. Tech came to the house fixed my phone at the kitchen table &amp; he was done in 35 minutes."
508,Churning/Lost customer,1,@briank24708 @verizon @TMobile I just made the move a month ago.  You won’t be disappointed!
509,Poor service,4,I disagree with Verizon. You get half the bandwidth of a dialup modem. They want to make you suffer when you exceed your data plan.
510,Poor service,4,Verizon is useless and unhelpful as always
511,Happy Customer,2,"@LinuxGal @JimRuquet Sprint? Fuck  No, I'm on Verizon"
512,Poor service,4,"@verizon FYI- your new rewards are worse than the old ones. For the $$ we pay monthly, the program shouldn’t be such a joke. #disappointment #expiretooquickly #useless"
513,Poor service,4,"@goldenboyjhs A guy at the Verizon phone asked who was my lock screen (hoseok) and I was like ""oh that's my husband"" and he 100% believed me and asked about him and I being married the entire time afterwards LOL"
514,Potential New Customer,5,"@TMobile I'm sorry disappointed in the service over the past few weeks. From spotty service in areas I've never had bad signal in before to complete loss of signal altogether. If this keeps up, I'll be switching back to @verizon!!!!"
515,Poor service,4,@verizon you need to step it up! You're gonna be losing a lot of customers left and right! Shit service in salt lake city! https://t.co/qezxMMMotK
516,Poor service,4,Why Verizon keep playing with me.
517,Poor service,4,@the_mad_birds @verizon @TMobile Verizon customer service is bad. Also their network is much slower. Data is nowhere near the speed of TMobiles. It's been a bad two months with Verizon.
518,Potential New Customer,5,Lemme go to Verizon real quick
519,Poor service,4,"Another frickin AT&amp;T internet &amp; Uverse outage this evening. Oh yeah, Verizon cellular is slow as f..k too! Feels like we’re under cyber-attack on Friday night. https://t.co/jtG0gB4CRo"
520,Potential New Customer,5,i wish i had VERIZON because AT&amp;T with this weak ass service some BULLLLSHITTTT ??
521,Poor service,4,@TMobile We switched from Verizon and it was a huge mistake. Your phones are absolute crap. Won't reliably connect bluetooth phone call-while bluetooth is enabled! Network coverage sucks. What am I paying for? Not real impressed with T-Mobile. Threw your 
522,Poor service,4,"I swear someone do something about my trash wifi. @HughesNet is crap and @verizon can only get 3G. If internet companies invested in wireing places like my house with Fiber when it first came out, they'd be making a profit right now. I just can't deal with 500kb/s and 700 ping."
523,Potential New Customer,5,@verizon we currently have AT&amp;T. Absolutely sick and tired of their lack of signal and service. Looking to switch. Do you offer anything?
524,Poor service,4,Wow...  calling @verizon ‘s tech support is literally the worst. Never thought anyone could be worse than @sprint or @comcast
525,Happy Customer,2,"Thank Mom with one of our best phones on the best network. Go ahead, click the link! #IamVZ #verizon #BOGO #dealsandpromos #deals #promos #appleiphone #samsunggalaxys9 #googlepixel2 https://t.co/XAXlXCXtf7 https://t.co/Ckc3ZtL9T0"
526,Churning/Lost customer,1,Leaving @verizon for @TMobile early next week. Can't wait! https://t.co/E37rjfKfPC
527,Poor service,4,My service ass been acting up lately. Anybody else with Verizon having problems?
528,Poor service,4,"No Verizon support is useless, proven after 12 hours of concurrent support by 4 teams"
529,Potential New Customer,5,"@sprint Customers like myself don't fuck with @TMobile shitty network in #RVA &amp; for them to try to merge with @sprint will be taking a HUGE step back. @FCC Block this &amp; Keep Sprint alive, I refuse to ever walk into a Tmobile to pay a sprint bill, "
530,Potential New Customer,5,And I have a good collection of the recorded phone calls from them. @ATT debt collectors are insensitive and rude. All they care about is money. Don’t let them fool you. Switch to @verizon
531,Poor service,4,Verizon so full of shit and I’m already having a bad day on top of this
532,Poor service,4,@ATTCares And still no phone call 5 days later-again.@verizon @TMobile @MyStraightTalk https://t.co/v8UlK0773w
533,Poor service,4,Wow. #Verizon unlimited data really slows you down after you hit your limit. Yuck. https://t.co/B8tY2yBUSJ
534,Poor service,4,What is up with Verizon today? Both my own phone and my work phone are slow af.
535,Happy Customer,2,@ayebrooke ? I know Verizon offers a discount on screen repairs if you have insurance. Not sure if Sprint does.
536,Higher Price,3,"rt powerpoole Open a verizon account they say ""We charge a month in advance"" You pay $300 &amp; then @ the end of the month they charge u $300 for the service you used during the month they just charged you in advance for? Can you say #InfinityWar size #robbery"
537,Poor service,4,I only resort to twitter when I am totally frustrated and today @verizon takes the cake!  Ever tried to cancel service because you sold a home?  Apparently impossible!  Keep getting bills!
538,Poor service,4,Verizon needs to get their shit together
539,Poor service,4,???now I see you..But give Verizon 56 secs &amp; my WiFi goes off again...I want my $400 back for my high speed BULLSHIT https://t.co/XGkTiTcG7D
540,Poor service,4,@VZWNow @ColleenMcFadde2 @medwriter333 I am ready to scream still on the phone and the rep is asking ME what the other @verizon rep told me!  HOW IN THE F??? IS THAT POSSIBLE! @VZWNow @VerizonSupport @VZWSupport you have to do better! #pissed
541,Poor service,4,Pretty sure Verizon Up is a scam. Tried to use it for the first time. The timer went to 0 but it never let me click Claim. It stayed grayed out.  Then it said it was sold out. cc: @verizon @VerizonSupport
542,Poor service,4,"Verizon tower got hit by lightning do Verizon, T-Mobile, straight talk towers are down, so unless I'm in Walmart or bouncing off another tower, I'm unreachable until they're fixed,!! I've got documents to write, sell... https://t.co/HyywsPV50X"
543,Poor service,4,@BGreene_ Bro it’s so bad up here. I got Verizon and I’m wondering wtf is going on
544,Happy Customer,2,@verizon “we’ll upgrade your internet speed with your contract renewal and send someone out to install the equipment” *mom pays fee for rewiring*guy doesn’t rewire anything*internet is worse than before and rarely worksThanks Verizon ??
545,Higher Price,3,so why does verizon make you pay the full retail price now when you're eligible for a upgrade?
546,Poor service,4,Anyone else’s Verizon cell service been bad ?
547,Potential New Customer,5,Seriously about to swap to T-Mobile or Verizon  if ATT doesn’t fix their LTE network !!
548,Poor service,4,"@Verizon is there a tower in maintenance here in Shreveport, La? My LTE data is extremely slow"
549,Poor service,4,Verizon is about as useful as 1 ply toilet paper
550,Poor service,4,@VZWNow @verizon stop throttling my shit. My data never use to be this slow. Full bars and cant load a damn email anymore.
551,Potential New Customer,5,i’m SICK of AT&amp;T just want my baby Verizon back
552,Poor service,4,Verizon is annoying ?
553,Potential New Customer,5,@sprintcare I'm still waiting for a response from April 26th should I switch to Verizon after 19 years?
554,Poor service,4,"The guy at Verizon putting my screen protector on says ""oh. It doesnt break  easily.."" as he cracks the protector trying to get the bubbles out. ???"
555,Poor service,4,Verizon is a joke ??
556,Poor service,4,Verizon blowing a nigga up about they lil money
557,Higher Price,3,@chiefsynergist @verizon The prices can be insane!
558,Potential New Customer,5,@Rafael_ancizar @ATT Hey man. Been seeing a couple of your tweets to AT&amp;T. I’m a store manager for Verizon Wireless. Let me know if I can help out.
559,Poor service,4,"I don’t really get why Verizon advertises in my area because I can’t get their services. Like I get it, you’re great, but I can’t buy you."
560,Churning/Lost customer,1,I can’t stand Verizon
561,Churning/Lost customer,1,Through the good graces of God we have finally got rid of Verizon internet and went back to Comcast. It's like my life is complete
562,Higher Price,3,@verizon stop increasing my bill. I’m poor. Hello.
563,Higher Price,3,My verizon bill keeps increasing wtf.
564,Poor service,4,@TMobileHelp I’m actually on my way to @verizon to start up an account. Paying a past due balance and my phone still not working and also dealing with rude customer support is not how you do business.
565,Poor service,4,@TMobile @JohnLegere  I just got off the chat with VERIZON... been having issues with slow data everywhere I go look at their response!! https://t.co/wJJsnMa0mz
566,Potential New Customer,5,"If my balance is up to par, why can’t I make calls @TMobile? I’m about to switch networks....hello @verizon"
567,Poor service,4,Verizon is so trash
568,Poor service,4,IF WE DESTROY VERIZON WE DESTROY HIS PORTAL TO THIS WORLDYOU FOOLS
569,Poor service,4,"Wtf is up with the LTE Verizon, you being slow as hell"
570,Happy Customer,2,@imedra96 Girl get Verizon! It's a little expensive but that's what I have and I always had service down there!
571,Poor service,4,"I'm so fucking pissed@verizon your stupid ""insurance company"" is worthless and is hell to deal with. I used to be able to file a claim at your stores but now I have to send copies of my ID over to you? What the hell? This isn't car insurance. It's a fucking phone."
572,Poor service,4,Verizon’s good ass service makes me not want to leave my moms plan but I gota grow up eventually ?
573,Happy Customer,2,verizon’s my favorite lord
574,Higher Price,3,Verizon said they’d give me $150 credit on my next 3 bills for a trade in on my phone. Like bitch y’all said that shit was a free upgrade when I signed up now y’all wanna flip the script? Foh.
575,Churning/Lost customer,1,DESTROY VERIZON
576,Poor service,4,nobody was supposed to know that i use verizon
577,Potential New Customer,5,Sprint need get there shit together I'm ready switch to Verizon
578,Potential New Customer,5,I just got a call from at&amp;t but the number they called from was my number. I got Verizon though ?
579,Happy Customer,2,I love you @Verizon. I’m not trying to go back to @TMobile. Hit me up.
580,Happy Customer,2,@verizon we could work. I vow to use 60% of my free unlimited data to do ads for you. We’d be good together.
581,Happy Customer,2,Please @verizon. I’m an up and coming public figure and I do really good reads for ads
582,Poor service,4,When did Verizon’s service get so shitty?
583,Happy Customer,2,switching to verizon is finna be love for my bank account and service .
584,Poor service,4,@verizon sucks! I don’t even know why I switched to them
585,Potential New Customer,5,"Anyone else thinking of leaving AT&amp;T? Their phone service has become horrible. Thibking if Verizon, anyone have Verizon and are happy?"
586,Potential New Customer,5,@verizon @sprint @ATT y'all help me out please my parents won't let me buy a new phone but I desperately need one can you please send me a new phone.
587,Happy Customer,2,"Verizon be like “i see ur in one of the most densely populated areas in the United States where there definitely should be access to mobile data, lemme just get rid of all your service bars for ya”"
588,Poor service,4,"Having the WORST customer service interaction with @VerizonSupport via chat...I don’t know if realizes I can save the transcript, call back &amp; speak to a manager to file a complaint....SMDH @verizon"
589,Poor service,4,"I really do need to pay off Verizon, not even counting incidental needs,, please help if u keep with the fact that phone speakers and microp"
590,Poor service,4,@mettam71 I see. Are you aware of any other Verizon Wireless users experiencing the same problem at this location? Can you make or receive calls with Wi-Fi off? ^AT
591,Happy Customer,2,@TheeSaVageTruth Yes sir gotta use this free network to get paid. I’m with Verizon now!!!
592,Poor service,4,"@JohnLegere I mean really, John Solo would tell AT&amp;T and Verizon off and shoot first."
593,Happy Customer,2,@kaylasfetch_ We are so happy to have you join the Verizon family.  Please reach out to us anytime for assistance.  We are always here for you to help. ^SMC
594,Poor service,4,"@verizon I received a cold call from Cellular Sales, who told me they were given my # from Verizon. I called Verizon, and they removed me from a marketing list. Do you really consider it acceptable to give out customers’ info unless they tell you not to?"
595,Happy Customer,2,"After 12 years of bad service and shitty LTE, I finally left @TMobile and went to @verizon !"
596,Poor service,4,Today has been horrible and the people at Verizon really just made it worse. I’m ready to throw hands honestly.
597,Churning/Lost customer,1,"Switched from Verizon to T Mobile, and am saving 1440 a year. It can't be that bad of a switch can it?"
598,Poor service,4,@verizon my phone keeps saying “no SIM card installed” wassup with that?
599,Happy Customer,2,Verizon allll the way https://t.co/z58iLWQu6E
600,Poor service,4,"My phone so dry, Verizon sent me a bottle of lotion"
601,Potential New Customer,5,@TMobile Saw them. Nothing for current customers. Verizon has a better deal right now.
602,Poor service,4,I'm in a fucking Verizon that's playing Christmas musicIt's may
603,Churning/Lost customer,1,"@TMobileHelp I am interested in switching. I would want the t-mobile one military plan with 2 lines, and I would also like to bring my iPhone 7 Plus and iPhone 7 over from Verizon. Could you tell me the exact monthly cost?"
604,Potential New Customer,5,"Hello Verizon. The @sprint guy was useless, lets chat. ?? https://t.co/6TaJim25qs"
605,Higher Price,3,"@verizon it’s ridiculous to charge $7.00 to speak to a representative, your company is already the most expensive and it’s not unlimited."
606,Poor service,4,"I'm a couple miles from downtown Denver, not even in the hills, and @Verizon signal is just one bar."
607,Poor service,4,Anybody else want to scream when you’re dealing with Verizon? #3rdtimesthecharm #nope4th
608,Poor service,4,how would you like a harassment suit filed against you @verizon stop blowing up my phone fuck tards
609,Higher Price,3,I just want Verizon service for the Sprint price. Is that too much to ask?
610,Happy Customer,2,Finally broke down and activated my old an #iphone4 on pre-paid acct from verizon.  They are the best.  Like @Apple.
611,Poor service,4,@verizon I have been on hold for over a half an hour. Our internet keeps going out for no reason.
612,Poor service,4,Otc I’m about to go to Verizon t mobile too trash.
613,Poor service,4,Been on the phone with Verizon for over a hour
614,Poor service,4,@verizon customer service is a joke... they can see that they don’t offer service at my new address yet they are giving me a hard time about disconnecting my services. It’s not my fault you don’t reach my area...
615,Poor service,4,Verizon is the worst
616,Poor service,4,"but man this pisses me off. It's such a small scratch but I am so OCD with brand new devices. Does anyone know of anything else I can try? Maybe go to another verizon branch? Alternatively, would something like a phone screen polish or a small bit of the liquid adhesive included"
617,Poor service,4,Why does verizon always take so long wait wait for some idiot to make a decioson. All I need is a dang screen protector put it on!!!
618,Potential New Customer,5,@ATTCares @ATT I am highly disappointed in my service with you guys! It is a inconvenience that i have to go inside a store Every time just to order a phone!!!! Wtf I might switch to @sprint or @verizon!!!!
619,Happy Customer,2,@ZachNicholson_ If you have Verizon you’ll have better coverage
620,Poor service,4,"@TMobileHelp Hey looking to switch from Verizon, just had this worst experience at the Verizon store. Looking for 4 lines, 2 lines we have the phones, the other 2 I would like to get the S9+, got any sweet promos?"
621,Poor service,4,i need verizon to be a person so I can punch it in the face
622,Churning/Lost customer,1,"Typical Verizon bullshit. That's why I'm so happy I left for T-Mobile 2 years ago. Verizon is such an evil and greedy company.Verizon Signs Deal to Place the Saddest, Most Pathetic Bloatware on Samsung Devices [Updated] https://t.co/f0woxy3GKZ via @gizmodo"
623,Poor service,4,Verizon service been so trash lately. Omg.
624,Poor service,4,If I could punch the guy who does the Verizon commercials I would with no hesitation. Easily the most annoying guy out there
625,Poor service,4,i might do sprint or verizon on my fucking self i want this kiwv skin so bad
626,Poor service,4,Then Verizon and all the other networks need to stop the false advertisement and remove the unlimited from you plans. https://t.co/rNq4Nkt1ih
627,Potential New Customer,5,Time to leave at&amp;t. Been with them since 2010 and my service has been getting shitty lately. Verizon/Google pixel here I comeeee! Cuz I'm sick of apple too
628,Poor service,4,"@VZWSupport my husband has been a #Verizon customer for 18 years but after the ""service"" he received at one of your stores today we may be switching to a cheaper option."
629,Happy Customer,2,@JohnLegere I just switched over from Verizon a few days ago. So far so good.  The Customer Service reps I've spoken to have been great.
630,Poor service,4,@verizon after last update my Android fast charger doesn't work consistently. I have checked my setting and rebooted my phone numerous time.. help
631,Happy Customer,2,First time using @projectfi internationally. No issues. I was nervous about switching because I travel often. But so far so good. Coming from @VerizonWireless . Service was great but the bill was too high! #verizon #google #technology #Pixel2
632,Churning/Lost customer,1,"I’ve never been the one to end a relationship, I’ve never quit a job, but today I say ??@verizon after 15 years. Sup @TMobile"
633,Poor service,4,Verizon with 3 bars. Super slow. This happens regularly.  https://t.co/mlW1QzMv3f
634,Poor service,4,"#StateofWomen #Verizon told us #TimesUp on funding, @verizon wants #morebangforthebuck w/ bigger agencies so we #outtaluck ?Where's the #humanability? Our #voiceshavepower #BreakupsareHard #itsNotMeitsYou #SizeDoesNotMatter #Bettermatters  https://t.co/Ys3mhZ6fsQ"
635,Churning/Lost customer,1,"@Axeltwitteer it’s not so bad, i had to switch from verizon to t-mobile too and there’s so many more benefits for the price ur paying and you get netflix for free!!"
636,Churning/Lost customer,1,@Socha_Damian @Drunk_Americans @ATT @theMasonRamsey His singing is literally the only reason I switched to AT&amp;T from Verizon
637,Poor service,4,Idk What The Hell Is Going On With Verizon But ESPN HD Is Not  Working  ?????
638,Poor service,4,"Why does @verizon have more than 2 bars? Zero bars could mean no service, one bar could mean basically no service, &amp; 2 bars could be the catchall between basically no service and faster than a 16 year old virgin. I have 3 bars &amp; it’s like fucking dial-up from 1999."
639,Potential New Customer,5,Leaving Sprint (and now T-mobile since they merged) to Verizon ??
640,Poor service,4,When your tv is going in and out during celts-Sixers round 2 you try not to put a hand through the wall. I hate you Verizon!!!#verizon
641,Poor service,4,I haven’t had service all day today. Like what the fuck @verizon? I’ve restarted my phone 5 times and nothing. Either “no service” or “searching”
642,Poor service,4,Swear since I’ve gotten Verizon my service has gotten significantly slower ???????????????????????
643,Churning/Lost customer,1,"Just switched my (half) family to @TMobile and got them away from @verizon same services, PLUS our amazing LTE network and saving over $120 a month #GetOutOftheRed #TMobile"
644,Happy Customer,2,@VZWNow Just switched to @verizon!!!  For the first time in 16 months-I have a phone with reliable service in my coverage area?
645,Higher Price,3,@verizon my bill too high for you to be giving me this bullshit https://t.co/SVRH2nkqWE
646,Poor service,4,"literally right when i come up i get fucked by verizon,, fr fuck y’all"
647,Poor service,4,@TwinSpires I HATE Verizon!!
648,Poor service,4,Why do you always do me dirty Verizon
649,Potential New Customer,5,We switched to @verizon too! https://t.co/q0zWhpbe54
650,Happy Customer,2,Hope not. Verizon is the best cell provider. T-Mobile is 2nd. Sprint SUCKS. https://t.co/QjBF8vbMzW
651,Poor service,4,"Thanks, @verizon , for throttling me down whenever I'm in a semi-populated area to the point that my internet is barely usable. Helps keep me in check. /sarcasm https://t.co/W0smApJiG0"
652,Poor service,4,I find it to be poor customer service when you attempt to cancel a line and they tell you that you have to pay until the end of the billing cycle.  Does that mean my new line is free until my new cycle starts?   NO! @verizonsupport @verizon
653,Potential New Customer,5,After 10 years with @ATT I’m switching to @verizon bc #at&amp;t had let me down w their poor service &amp; their customer service when I tried to get help.  Basically took my money &amp; a lot of the time the service didn’t work.  Good bye ?? @ATT hello ?? @verizon
654,Poor service,4,This man at Verizon so slow
655,Potential New Customer,5,@JelaniRaysMom @ATT I get No Service way too much. Might go to @Verizon
656,Poor service,4,Why do I pay a ton for Verizon when shit don't even load ?
657,Happy Customer,2,These guys made everything possible #vzup #rbny  #NYvNYC @NewYorkRedBulls @verizon unbelievable experience https://t.co/aAMo86iFGI
658,Poor service,4,Fuck @verizon yall ass lol
659,Poor service,4,if verizon’s LTE gets any worse i’m getting a flip phone
660,Poor service,4,"Verizon is one of the most greedy,corrupt,uncaring corporations out there TODAY. They doNOT give a shit about the American public.They are the ones responsible for this net neutrality repeal.They bully the elderly into buying more expensive shit service.Stop using their service!"
661,Higher Price,3,"@MichaelMontenae Which one is dumb? And which one is dumber? I have Verizon, but it’s expensive."
662,Poor service,4,"@maibacherstr @verizonfios I would suggest you to file a complaint with BBB. Verizon thinks if you are in a contract with them, they can harass their customers. They Only care about grabbing new customers."
663,Churning/Lost customer,1,Good bye Verizon! ? Adios!!! Now my bill is $136 with two new IPhone for the kids !! #verizon #TMobileONEMilitary #tmobile https://t.co/JbBQhjQhWa
664,Happy Customer,2,@ATT @ATTCares you all suck @verizon is the best and I will never do business with you again.
665,Poor service,4,I want my T-Mobile back Verizon sucks i didn’t not have these problems wit T-Mobile
666,Poor service,4,Nothing raises my blood pressure quite like having to deal with @verizon customer service!
667,Poor service,4,"Ran a few tests on my @verizon phone ""America's best network"" lol but my dial up was equally fast. This is a recurring thing every single week. For what I pay this should never happen let alone be a recurring event https://t.co/gxS5KTUEmG"
668,Higher Price,3,@H_Scarborough @SievertMike @TMobile Will not happen. Verizon will always be the most expensive.
669,Happy Customer,2,Verizon customer service is ? Really nice
670,Churning/Lost customer,1,I’m leaving Verizon once I pay my phone off ..
671,Poor service,4,@verizon ps still not working well what do i do?
672,Poor service,4,@verizon @verizonsupport Hi Verizon. The cover of the Verizon box at the end of my property is destroyed and your wires (equipment?) Are open to the elements. How do I urgently report this?  The 800-verizon is not helpful in this case
673,Poor service,4,"@VZWSupport I'm disappointed that Verizon Wireless does not support Nomorobo, the application that assists w/blocking of robocalls.  It's time Verizon steps up to assist it's customers.  Fed Govt is worthless!  Implement Simultaneous Ringing!!!"
674,Poor service,4,Lord help with with #Verizon. Its like a full time job logging complaints with customer support. The hours are on record.
675,Poor service,4,"@verizonfios Its shameful that @verizonfios guys don't honor customers what they are promised during singup. Once the customer is in a contract, you talk rudely start asking customers to show things in written. No @verizon for me in future. Will file comp"
676,Happy Customer,2,"@suchaluckygirI @sprint I’ve had Sprint, AT&amp;T and Verizon and Verizon by far has the best service all over. We’ve been with Verizon about 9 years now."
677,Poor service,4,"@VZWSupport My phone usually says “1x” instead of LTE.  It won’t connect me to browsers or apps. My text messages won’t go through, and it eventually drains my battery if my phone is not in airplane mode. All of my colleagues with Verizon have the same co"
678,Poor service,4,I have so much shit to do and my internet is out... How many Verizon Representatives do I gotta verbally abuse to get some work down around here?
679,Poor service,4,"@verizon @VerizonSupport please add more towers in Simi Valley, CA and Glendale, CA. My reception is horrible in those cities and I thought I had the best by having Verizon as my provider."
680,Churning/Lost customer,1,"Also my mom and I cancelled our Verizon contract today. Ever since I got a cell phone, almost ten years ago, it's been nonstop BS. We're both now on our own plans with other carriers that are immensely cheaper with better customer service. Freedom! https://t.co/dbiPM6PayV"
681,Happy Customer,2,"@Mel_Causidicus @ATT Thats why my family and I switched to @verizon lol we even get cell service in a deserted town in the mountains, like there’s cell service everywhere"
682,Churning/Lost customer,1,"Shoutout to @WingTel_ I made the change recently from Verizon &amp; i saved $100 on my phone billIf you're tired of getting plowed by your cell phone carrier, make the change it's worth it!"
683,Poor service,4,@verizon why do y’all keep making my phone say I don’t have no service???
684,Poor service,4,"Been a loyal customer of VERIZON wireless for 11 years and their customer service stinks and is rude, been trying to settle an issue now for 5 months @VZWNow!"
685,Higher Price,3,"I’ve been with Verizon for 11 years now And I’ve never really looked at another wireless carrier. But they’re expensive as hell, is anybody else happy with another company?"
686,Higher Price,3,@verizon Since November my acct has been overcharged hundreds of $$ for international calls that were made using a calling card. Anyone heard of robbery without violence? Way to treat a loyal customer Verizon. @ATT do you charge for international calls ma
687,Poor service,4,Wow @verizon it only took 3 hours to upgrade phone and I still have to wait for it to come in customer service not great today. I wonder if @TMobile would take that long. Not exactly how I wanted to spend my Saturday morning. Thanks
688,Churning/Lost customer,1,switching to t-mobile from verizon#Depressed
689,Poor service,4,@Verizon your service has gotten really bad in Southern California
690,Poor service,4,Verizon sucks
691,Poor service,4,@verizon is anybody Verizon service going really slow? Everywhere I go it’s slow! It’s been doing this for months. And I haven’t used a lot of data. Can’t even load the internet. I need answers
692,Poor service,4,hey @verizon you fucking suck
693,Poor service,4,@verizon  has the WORST customer service.  Its taken me 3 days of back and forth with them just to have a return label emailed to me and I still haven't got it!  I'm not paying a bunch of money because of their incompetence. I'll switch to Sprint or US Ce
694,Poor service,4,Verizon sucks
695,Poor service,4,also FUCK VERIZON for having shitting internet and it going out right when tickets went on sale
696,Poor service,4,Is it just my phone or is Verizon’s signal weak af? ?
697,Happy Customer,2,"@StDxBeast @comcast Verizon is amazing just sayin, Thank you @verizonfios for never doing this to me ?? now could you please expand to the west coast more ??"
698,Poor service,4,@VZWSupport 77373. It’s been about a week! Dropped twice will on the phone with one of your reps. He called back the first dropped call but not the second time. I’m just annoyed with everything with Verizon to be honest. Been with y’all for over 10 years 
699,Happy Customer,2,Best thing I ever did was switch to Verizon honestly
700,Poor service,4,Fuck it. I’m finna go to Straight Talk. I can’t allow Verizon to keep taking all my lil coins.
701,Churning/Lost customer,1,"If another one of my calls drop, I’m dropping @verizon"
702,Poor service,4,The only thing I've experienced that's more painful than the headache I have right now was talking to Verizon's customer service yesterday.
703,Poor service,4,ok it’s been like 5 months and all my apps are still ducking shit including my service.. my shit never wants to post or it always says it doesn’t post so I never know if it does and I’m so irritated now @verizon thanks ?
